Status Effective,Account Holder,Quantity of Credits,Retirement Reason,Retirement Reason Details,Credit Serial Numbers,Vintage,Date Issued (GMT),Verified Removal,CORSIA Eligible,ARB Eligible,Sustainable Development Goal(s),Project ID,Project Name,Project Site Country,Project Site Location,Project Site State,Project Type,Project Methodology/Protocol,Methodology/Protocol Version
12/31/2008,CoolClimate LLC,174,Environmental Benefit,,ACR-US-163-2007-290-201080670 to 201080843,2007,11/15/2007,,No,No,,ACR590,Des Plaines LFG to Energy,US,"Cook County, IL",ILLINOIS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/31/2008,CoolClimate LLC,248,Environmental Benefit,,ACR-US-163-2007-290-201077844 to 201078091,2007,11/15/2007,,No,No,,ACR590,Des Plaines LFG to Energy,US,"Cook County, IL",ILLINOIS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/31/2008,CoolClimate LLC,216,Environmental Benefit,,ACR-US-163-2007-290-201079254 to 201079469,2007,11/15/2007,,No,No,,ACR590,Des Plaines LFG to Energy,US,"Cook County, IL",ILLINOIS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/31/2008,"Interface, Inc.",200000,On Behalf of Third Party,Retirement on behalf of 2008 Cool Carpet Program,ACR-US-121-2008-139-209568374 to 209768373,2008,12/31/2008,,No,No,,ACR590,Pike's Peak Geo-Seq,US,Pecos County,TEXAS,Carbon Capture & Storage (CCS),Emission Reductions from Enhanced Oil Recovery,Version 1.0
12/29/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1230568511O417-4 - Deborah Baldwin,ACR-US-113-2003-149-201255568 to 201255577,2003,12/20/2007,,No,No,,ACR590,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/29/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of EBH1230570269O370-5 - Jim Brasunas,ACR-US-113-2003-149-201255578 to 201255597,2003,12/20/2007,,No,No,,ACR590,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/27/2008,Commonwealth Resource Management Corporation,170,Retail Program Requirements,Retirement on behalf of EBH1230423474O369-9 - Shellito Family,ACR-US-113-2003-149-201255228 to 201255397,2003,12/20/2007,,No,No,,ACR590,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/27/2008,Commonwealth Resource Management Corporation,170,Retail Program Requirements,Retirement on behalf of EBH1230423474O369-5 - Shellito Family,ACR-US-113-2003-149-201255398 to 201255567,2003,12/20/2007,,No,No,,ACR590,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/25/2008,Commonwealth Resource Management Corporation,100,Retail Program Requirements,Retirement on behalf of FGW1230251562O416-9 - Noah McCormack,ACR-US-113-2003-149-201255128 to 201255227,2003,12/20/2007,,No,No,,ACR590,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/23/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of EBH1230045630O367-5 - Christine and Johannes belling,ACR-US-113-2003-149-201255088 to 201255107,2003,12/20/2007,,No,No,,ACR590,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/23/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of EBH1230045983O368-5 - Beth and Paul Knipscheer,ACR-US-113-2003-149-201255108 to 201255127,2003,12/20/2007,,No,No,,ACR590,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/22/2008,Blue Source,16762,On Behalf of Third Party,Retirement on behalf of anonymous purchaser,ACR-US-117-2007-127-208491907 to 208508668,2007,12/3/2008,,No,No,,ACR591,Merit Energy Geo-Seq,US,LaBarge,WYOMING,Carbon Capture & Storage (CCS),Emission Reductions from Enhanced Oil Recovery,Version 1.0
12/22/2008,Blue Source,370975,On Behalf of Third Party,Retirement on behalf of anonymous purchaser,ACR-US-117-2008-128-209071893 to 209442867,2008,12/3/2008,,No,No,,ACR591,Merit Energy Geo-Seq,US,LaBarge,WYOMING,Carbon Capture & Storage (CCS),Emission Reductions from Enhanced Oil Recovery,Version 1.0
12/22/2008,Blue Source,387738,On Behalf of Third Party,Retirement on behalf of anonymous purchaser,ACR-US-120-2007-135-205943942 to 206331679,2007,8/6/2008,,No,No,,ACR592,Petrosource Geo-Seq,US,Crocket County,TEXAS,Carbon Capture & Storage (CCS),Emission Reductions from Enhanced Oil Recovery,Version 1.0
12/22/2008,Blue Source,391,On Behalf of Third Party,Retirement on behalf of EDF FGW,ACR-US-120-2003-129-132851227 to 132851617,2003,3/13/2006,,No,No,,ACR592,Petrosource Geo-Seq,US,Crocket County,TEXAS,Carbon Capture & Storage (CCS),Emission Reductions from Enhanced Oil Recovery,Version 1.0
12/22/2008,Blue Source,6500,On Behalf of Third Party,"Retirement on behalf of CarbonNeutrality, LLC",ACR-US-121-2004-297-143514400 to 143520899,2004,1/30/2007,,No,No,,ACR592,Pike's Peak Geo-Seq,US,Pecos County,TEXAS,Carbon Capture & Storage (CCS),Emission Reductions from Enhanced Oil Recovery,Version 1.0
12/21/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1229885078O415-5 - Gregory Wojtowicz,ACR-US-113-2003-149-201255038 to 201255057,2003,12/20/2007,,No,No,,ACR595,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/21/2008,Commonwealth Resource Management Corporation,30,Retail Program Requirements,Retirement on behalf of EBH1229897280O366-6 - Hixon Street Staff,ACR-US-113-2003-149-201255058 to 201255087,2003,12/20/2007,,No,No,,ACR595,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/20/2008,E+Co,127,On Behalf of Third Party,Retirement on behalf of E+Co,ACR-BO-107-2005-177-205354541 to 205354667,2005,7/23/2008,,No,No,,ACR595,Camargo Fuel Substitution,BO,Camargo,Nor Ciniti,Fuel Switching,Fuel switching from coal and/or petroleum fuels to natural gas in existing Power Plant for electricity generation,Version 1.0
12/19/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1229710775O414-5 - Mark Smith,ACR-US-113-2003-149-201255018 to 201255037,2003,12/20/2007,,No,No,,ACR596,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/18/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1229657524O412-4 - Bedida Sampson,ACR-US-113-2003-149-201255008 to 201255017,2003,12/20/2007,,No,No,,ACR596,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/13/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1229227078O411-5 - The Girash Family,ACR-US-113-2003-149-201254988 to 201255007,2003,12/20/2007,,No,No,,ACR596,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/7/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1228694207O407-4 - Wilson Salls,ACR-US-113-2003-149-201254958 to 201254967,2003,12/20/2007,,No,No,,ACR596,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/7/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1228695372O408-4 - Eli Salls,ACR-US-113-2003-149-201254968 to 201254977,2003,12/20/2007,,No,No,,ACR596,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/7/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1228696308O410-4 - Tyler and Marshall Barg,ACR-US-113-2003-149-201254978 to 201254987,2003,12/20/2007,,No,No,,ACR596,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/6/2008,Commonwealth Resource Management Corporation,30,Retail Program Requirements,"Retirement on behalf of EBH1228599701O364-6 - Tom, Julie, & the Kitty Cats",ACR-US-113-2003-149-201254928 to 201254957,2003,12/20/2007,,No,No,,ACR596,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/4/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1228419600O363-4 - Dariann Kihlstadius,ACR-US-113-2003-149-201254918 to 201254927,2003,12/20/2007,,No,No,,ACR596,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
12/3/2008,Blue Source,237263,On Behalf of Third Party,Retirement on behalf of anonymous purchaser,ACR-US-117-2007-127-208254644 to 208491906,2007,12/3/2008,,No,No,,ACR596,Merit Energy Geo-Seq,US,LaBarge,WYOMING,Carbon Capture & Storage (CCS),Emission Reductions from Enhanced Oil Recovery,Version 1.0
12/3/2008,Blue Source,237262,On Behalf of Third Party,Retirement on behalf of anonymous purchaser,ACR-US-120-2007-135-205706680 to 205943941,2007,8/6/2008,,No,No,,ACR596,Petrosource Geo-Seq,US,Crocket County,TEXAS,Carbon Capture & Storage (CCS),Emission Reductions from Enhanced Oil Recovery,Version 1.0
11/30/2008,Commonwealth Resource Management Corporation,40,Retail Program Requirements,Retirement on behalf of EBH1228099745O362-7 - World Wealth Society,ACR-US-113-2003-149-201254878 to 201254917,2003,12/20/2007,,No,No,,ACR596,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
11/27/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1227762662O406-5 - Hannah J. Wiseman,ACR-US-113-2003-149-201254858 to 201254877,2003,12/20/2007,,No,No,,ACR596,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
11/22/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1227382913O405-4 - Eli Benjamin Neuman-Hammond,ACR-US-113-2003-149-201254848 to 201254857,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
11/20/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1227163108O361-4 - Pamela Morejon,ACR-US-113-2003-149-201254838 to 201254847,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
11/17/2008,Commonwealth Resource Management Corporation,100,Retail Program Requirements,Retirement on behalf of EBH1226964305O360-9 - RealChange,ACR-US-113-2003-149-201254738 to 201254837,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/31/2008,Commonwealth Resource Management Corporation,995,Retail Program Requirements,Retirement on behalf of CRMC1031080000O000-1 - AASHE 2008 Conference,ACR-US-113-2003-149-201253743 to 201254737,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/30/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1225416992O401-5 - The McCormack Family,ACR-US-113-2003-149-201253613 to 201253632,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/28/2008,CoolClimate LLC,1200,Environmental Benefit,,ACR-US-163-2007-290-201079470 to 201080669,2007,11/15/2007,,No,No,,ACR597,Des Plaines LFG to Energy,US,"Cook County, IL",ILLINOIS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/28/2008,CoolClimate LLC,1162,Environmental Benefit,,ACR-US-163-2007-290-201078092 to 201079253,2007,11/15/2007,,No,No,,ACR597,Des Plaines LFG to Energy,US,"Cook County, IL",ILLINOIS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/26/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of EBH1225078607O359-5 - Elisabeth Meurer,ACR-US-113-2003-149-201253723 to 201253742,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/22/2008,Commonwealth Resource Management Corporation,50,Retail Program Requirements,"Retirement on behalf of FGW1224694050O400-9 - Corey, Andrew, Josh, Kay, Rosie, Drew, Lauren",ACR-US-113-2003-149-201253563 to 201253612,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/13/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of EBH1223875844O358-5 - Cultural Connections LLC,ACR-US-113-2003-149-201253703 to 201253722,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/13/2008,Environmental Capital LLC,51249,On Behalf of Third Party,"Retirement on behalf of Google, Inc.",ACR-US-127-2006-189-205176061 to 205227309,2006,7/15/2008,,No,No,,ACR597,Steuben County DPW LFG,US,Bath,NEW YORK,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/13/2008,Environmental Capital LLC,58031,On Behalf of Third Party,"Retirement on behalf of Google, Inc.",ACR-US-127-2007-190-205227310 to 205285340,2007,7/15/2008,,No,No,,ACR597,Steuben County DPW LFG,US,Bath,NEW YORK,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/7/2008,Commonwealth Resource Management Corporation,50,Retail Program Requirements,Retirement on behalf of FGW1223395245O399-9 - Dan Everett,ACR-US-113-2003-149-201253513 to 201253562,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/5/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1223218535O357-4 - Temple Sinai of Glendale,ACR-US-113-2003-149-201253693 to 201253702,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/2/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1222962466O397-5 - Larry and Kay Litten,ACR-US-113-2003-149-201253483 to 201253502,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
10/2/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1222983715O398-4 - Erin and Kate's Birthdays,ACR-US-113-2003-149-201253503 to 201253512,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
9/30/2008,Commonwealth Resource Management Corporation,40,Retail Program Requirements,Retirement on behalf of FGW1222832269O396-7 - Offset Funding,ACR-US-113-2003-149-201253443 to 201253482,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
9/29/2008,Commonwealth Resource Management Corporation,40,Retail Program Requirements,"Retirement on behalf of EBH1222719520O356-7 - Greg & Katherine LaForest 0"" Carbon Footprint""",ACR-US-113-2003-149-201253653 to 201253692,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
9/23/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of EBH1222193166O355-5 - Mattson Design,ACR-US-113-2003-149-201253633 to 201253652,2003,12/20/2007,,No,No,,ACR597,Greater New Bedford LFG,US,Dartmouth,MASSACHUSETTS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
9/11/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1221140282O389-5 - Pita and Geoff,ACR-US-119-2005-165-120115485 to 120115504,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
9/9/2008,Commonwealth Resource Management Corporation,40,Retail Program Requirements,Retirement on behalf of EBH1221011548O353-7 - Jonah and Sadie Whitney,ACR-US-119-2005-165-120115705 to 120115744,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
9/8/2008,Commonwealth Resource Management Corporation,30000,On Behalf of Third Party,"Retirement on behalf of BGL Group, Ltd.",ACR-US-119-2008-169-205293339 to 205323338,2008,7/22/2008,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
9/4/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1220516249O388-4 - Mary Evans,ACR-US-119-2005-165-120115475 to 120115484,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
9/4/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1220575320O352-4 - Ben and Tracy Ladd,ACR-US-119-2005-165-120115695 to 120115704,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/28/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1219941964O351-4 - Tori Cole,ACR-US-119-2005-165-120115685 to 120115694,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/25/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1219637392O386-5 - Cultural Connections LLC,ACR-US-119-2005-165-120115415 to 120115434,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/25/2008,Commonwealth Resource Management Corporation,40,Retail Program Requirements,Retirement on behalf of FGW1219677123O387-7 - Jeffrey and Cynthia Kramer,ACR-US-119-2005-165-120115435 to 120115474,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/24/2008,Commonwealth Resource Management Corporation,100,Retail Program Requirements,Retirement on behalf of EBH1219617566O349-9 - Jacob Miller,ACR-US-119-2005-165-120115575 to 120115674,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/24/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1219626996O350-4 - Ameni Rozsa,ACR-US-119-2005-165-120115675 to 120115684,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/22/2008,Commonwealth Resource Management Corporation,30,Retail Program Requirements,Retirement on behalf of FGW1219429396O382-6 - April Cotte & Brian Young,ACR-US-119-2005-165-120115365 to 120115394,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/22/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1219437033O385-5 - Jack Rivkin,ACR-US-119-2005-165-120115395 to 120115414,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/22/2008,Commonwealth Resource Management Corporation,50,Retail Program Requirements,Retirement on behalf of EBH1219462822O347-9 - Melissa Maigler,ACR-US-119-2005-165-120115525 to 120115574,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/20/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of EBH1219242983O346-5 - Kermit W. Lehman,ACR-US-119-2005-165-120115505 to 120115524,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/20/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1219260965O381-4 - Tom Linnell,ACR-US-119-2005-165-120115355 to 120115364,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/18/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1219087176O380-5 - ----,ACR-US-119-2005-165-120115335 to 120115354,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/14/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1218686852O379-4 - Vermont Carbon Offset,ACR-US-119-2005-165-120115325 to 120115334,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/6/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1218056298O378-4 - Alison Goffredi and David Rosso,ACR-US-119-2005-165-120115315 to 120115324,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/6/2008,Blue Source,100,On Behalf of Third Party,"Retirement on behalf of Cubitt, Jacobs & Prosek Communications",ACR-US-120-2007-135-205706580 to 205706679,2007,8/6/2008,,No,No,,ACR597,Petrosource Geo-Seq,US,Crocket County,TEXAS,Carbon Capture & Storage (CCS),Emission Reductions from Enhanced Oil Recovery,Version 1.0
8/2/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1217690097O376-5 - Casey Jackson,ACR-US-119-2005-165-120115275 to 120115294,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/2/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1217690676O377-5 - Brian Ellsworth,ACR-US-119-2005-165-120115295 to 120115314,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
8/1/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1217593991O375-4 - Cally Ruess and Nate Waite,ACR-US-119-2005-165-120115265 to 120115274,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
